,productBrand,productCategory,commission
1864,CONSTELLATION BRANDS INC,Imported Flavored Vodka,0.27
1865,PERNOD RICARD USA,Imported Flavored Vodka,0.19
1866,DIAGEO AMERICAS,Imported Flavored Vodka,0.13
1867,STOLI GROUP,Imported Flavored Vodka,0.1
1868,Jim Beam Brands,Imported Flavored Vodka,0.15
1869,PROXIMO,Imported Flavored Vodka,0.07
1870,AMERICAN SPIRITS EXCHANGE,Imported Flavored Vodka,0.19
1871,SAZERAC COMPANY  INC,Imported Flavored Vodka,0.12
1872,BACARDI USA INC,Imported Flavored Vodka,0.09
1873,CARRIAGE HOUSE IMPORTS,Imported Flavored Vodka,0.26
1874,MOET HENNESSY USA,Imported Flavored Vodka,0.17
1875,LUXCO INC,Imported Flavored Vodka,0.0
1876,DEHNER DISTILLERY,Imported Flavored Vodka,0.0
1877,RUSSIAN STANDARD VODKA,Imported Flavored Vodka,0.16
1878,Jim Beam Brands,STRAIGHT BOURBON WHISKIES,0.24
1879,Heaven Hill Brands,STRAIGHT BOURBON WHISKIES,0.09
1880,Sazerac North America,STRAIGHT BOURBON WHISKIES,0.12
1881,Campari(skyy),STRAIGHT BOURBON WHISKIES,0.11
1882,"Sazerac Co., Inc.",STRAIGHT BOURBON WHISKIES,0.33
1883,Luxco-St Louis,STRAIGHT BOURBON WHISKIES,0.16
1884,Mississippi River Distilling Co.,STRAIGHT BOURBON WHISKIES,0.12
1885,"Cedar Ridge Vineyards,LLC",STRAIGHT BOURBON WHISKIES,0.27
1886,Laird And Company,STRAIGHT BOURBON WHISKIES,0.07
1887,Brown-Forman Corporation,STRAIGHT BOURBON WHISKIES,0.24
1888,"Yahara Bay Distillers, Inc",STRAIGHT BOURBON WHISKIES,0.24
1889,Homestead American Whiskey,STRAIGHT BOURBON WHISKIES,0.13
1890,Western Spirits Beverage Co. LLC,STRAIGHT BOURBON WHISKIES,0.17
1891,Diageo Americas,STRAIGHT BOURBON WHISKIES,0.24
1892,Prairie Creek Beverages LLC,STRAIGHT BOURBON WHISKIES,0.18
1893,Louisville Distilling Co,STRAIGHT BOURBON WHISKIES,0.04
1894,Four Roses Distillery,STRAIGHT BOURBON WHISKIES,0.31
1895,Jesse James Distilling Company,STRAIGHT BOURBON WHISKIES,0.14
1896,Breckenridge Distillery,STRAIGHT BOURBON WHISKIES,0.16
1897,Rogue Ales and Spirits,STRAIGHT BOURBON WHISKIES,0.18
1898,Park Street Imports,STRAIGHT BOURBON WHISKIES,0.26
1899,Mccormick Distilling Company,STRAIGHT BOURBON WHISKIES,0.05
1900,"Chatham Imports,inc",STRAIGHT BOURBON WHISKIES,0.32
1901,Castle Brands,STRAIGHT BOURBON WHISKIES,0.22
1902,Aveniu Brands,STRAIGHT BOURBON WHISKIES,0.09
1903,High West Distillery,STRAIGHT BOURBON WHISKIES,0.17
1904,Willett Distillery,STRAIGHT BOURBON WHISKIES,0.26
1905,Park Street Imports-Duke Spirits,STRAIGHT BOURBON WHISKIES,0.22
1906,Patriarch Distillers,STRAIGHT BOURBON WHISKIES,0.27
1907,Iowa Distilling Company,STRAIGHT BOURBON WHISKIES,0.15
1908,Frank-lin Distillers Products Ltd.,STRAIGHT BOURBON WHISKIES,0.33
1909,"WILLIAM GRANT AND SONS, INC.",STRAIGHT BOURBON WHISKIES,0.29
1910,Anchor Distilling (PREISS IMPORTS),STRAIGHT BOURBON WHISKIES,0.05
1911,Panther Distillery,STRAIGHT BOURBON WHISKIES,0.23
1912,Proximo,STRAIGHT BOURBON WHISKIES,0.14
1913,Bad Bear Enterprises,STRAIGHT BOURBON WHISKIES,0.22
1914,"Hood River Distillers, Inc.",STRAIGHT BOURBON WHISKIES,0.26
1915,Park Street Imports-Few Spirits,STRAIGHT BOURBON WHISKIES,0.2
1916,Jim Beam Brands,Straight Bourbon Whiskies,0.16
1917,CEDAR RIDGE VINEYARDS LL,Straight Bourbon Whiskies,0.25
1918,SAZERAC NORTH AMERICA,Straight Bourbon Whiskies,0.07
1919,DIAGEO AMERICAS,Straight Bourbon Whiskies,0.28
1920,Skyy Spirits Inc,Straight Bourbon Whiskies,0.3
1921,Campari America,Straight Bourbon Whiskies,0.27
1922,Heaven Hill Brands,Straight Bourbon Whiskies,0.13
1923,CHATHAM IMPORTS INC,Straight Bourbon Whiskies,0.14
1924,Brown Forman Corp.,Straight Bourbon Whiskies,0.09
1925,SAZERAC COMPANY  INC,Straight Bourbon Whiskies,0.11
1926,FOUR ROSES DISTILLERY,Straight Bourbon Whiskies,0.29
1927,BACARDI USA INC,Straight Bourbon Whiskies,0.06
1928,LUXCO INC,Straight Bourbon Whiskies,0.03
1929,Laird & Company,Straight Bourbon Whiskies,0.28
1930,MISSISSIPPI RIVER DISTIL,Straight Bourbon Whiskies,0.16
1931,J & D Wines Inc / Wooler Brands,Straight Bourbon Whiskies,0.09
1932,CONSTELLATION BRANDS INC,Straight Bourbon Whiskies,0.25
1933,Castle Brands,Straight Bourbon Whiskies,0.23
1934,Levecke Corporation,Straight Bourbon Whiskies,0.04
1935,William Grant & Sons Inc,Straight Bourbon Whiskies,0.3
1936,PERNOD RICARD USA,Straight Bourbon Whiskies,0.12
1937,Kings County Distillery,Straight Bourbon Whiskies,0.06
1938,Mhw LTD,Straight Bourbon Whiskies,0.22
1939,Driftless Glen Distillery,Straight Bourbon Whiskies,0.23
1940,Lonely Oak Distillery,Straight Bourbon Whiskies,0.32
1941,Bedford & Grove LLC/ Chankaska Creek and Ranch Winery,Straight Bourbon Whiskies,0.15
1942,DUNKEL CORPORATION / Iowa Distilling,Straight Bourbon Whiskies,0.04
1943,DUNKEL CORPORATION,Straight Bourbon Whiskies,0.32
1944,Heritage Distilling Company,Straight Bourbon Whiskies,0.23
1945,PROXIMO,Straight Bourbon Whiskies,0.1
1946,BAD BEAR ENTERPRISES LLC,Straight Bourbon Whiskies,0.29
1947,Levecke Corporation JJB,Straight Bourbon Whiskies,0.28
1948,"Southwest Spirits & Wine, LLC",Straight Bourbon Whiskies,0.08
1949,DV Spirits LLC,Straight Bourbon Whiskies,0.22
1950,W J Deutsch & Sons LTD,Straight Bourbon Whiskies,0.11
1951,WESTERN SPIRITS BEVERAGE,Straight Bourbon Whiskies,0.16
1952,RS Lipman Company LLC,Straight Bourbon Whiskies,0.37
1953,"Caribbean Distillers, LLC",Straight Bourbon Whiskies,0.28
1954,Eastside Distilling,Straight Bourbon Whiskies,0.21
1955,BLAUM BROTHERS DISTILLING CO,Straight Bourbon Whiskies,0.09
1956,One Eight Distilling LLC,Straight Bourbon Whiskies,0.06
1957,S&B Farms Distillery,Straight Bourbon Whiskies,0.31
1958,Old Elk Distilleries LLC,Straight Bourbon Whiskies,0.12
1959,JDSO INC / Red Boot Distillery,Straight Bourbon Whiskies,0.29
1960,STOLLER IMPORTS INC / MARSALLE COMPANY,Straight Bourbon Whiskies,0.31
1961,Park Street Imports,Straight Bourbon Whiskies,0.21
1962,45TH PARALLEL SPIRITS,Straight Bourbon Whiskies,0.2
1963,S&B Farmstead Distillery,Straight Bourbon Whiskies,0.1
1964,STOLI GROUP,Straight Bourbon Whiskies,0.28
1965,Georgetown Trading Co. LLC / James Pepper Distilling Co.,Straight Bourbon Whiskies,0.14
1966,Country Smooth Spirits,Straight Bourbon Whiskies,0.33
1967,Georgetown Trading Co. LLC,Straight Bourbon Whiskies,0.24
1968,"Central Standard, LLC",Straight Bourbon Whiskies,0.28
1969,GoAmericaGo Beverages LLC / WhistlePig,Straight Bourbon Whiskies,0.22
1970,Phusion Projects LLC,Straight Bourbon Whiskies,0.32
1971,CH Distillery,Straight Bourbon Whiskies,0.12
1972,Woody Creek Distillers LLC,Straight Bourbon Whiskies,0.24
1973,"Foundry Distilling Company, LLC",Straight Bourbon Whiskies,0.33
1974,CH Distillery / 773 LLC,Straight Bourbon Whiskies,0.08
1975,Rocky Top Investments / Rock River Distillation,Straight Bourbon Whiskies,0.12
1976,"Bucktown Distilling Co., LLC / Artisan Grain Distillery",Straight Bourbon Whiskies,0.31
1977,DAVOS BRANDS LLC,Straight Bourbon Whiskies,0.24
1978,Prairie Creek Beverages LLC,Straight Bourbon Whiskies,0.14
1979,Famous Brands,Straight Bourbon Whiskies,0.2
1980,DEHNER DISTILLERY,Straight Bourbon Whiskies,0.19
1981,MARSALLE COMPANY,Straight Bourbon Whiskies,0.33
1982,"3-Oaks Distillery, LLC",Straight Bourbon Whiskies,0.05
1983,Prichards Distillery Inc,Straight Bourbon Whiskies,0.23
1984,Dilawri Barrels LLC,Straight Bourbon Whiskies,0.22
1985,"Cowboy Country Distilling, Inc.",Straight Bourbon Whiskies,0.25
1986,Edrington Group USA LLC,Straight Bourbon Whiskies,0.26
1987,Stillworks LLC,Straight Bourbon Whiskies,0.04
1988,Stoller Warehouse,Straight Bourbon Whiskies,0.08
1989,Gargoyle Enterprises / Laws Whiskey House,Straight Bourbon Whiskies,0.33
1990,Shaw-Ross International,Straight Bourbon Whiskies,0.08
1991,Churchill Vineyards,Straight Bourbon Whiskies,0.33
1992,"Traverse City Whiskey Co / TCWC, LLC",Straight Bourbon Whiskies,0.04
1993,AMERICAN SPIRITS EXCHANGE,Straight Bourbon Whiskies,0.21
1994,CVI Brands,Straight Bourbon Whiskies,0.1
1995,Hood River Distillers,Straight Bourbon Whiskies,0.23
1996,Traverse City Whiskey Co,Straight Bourbon Whiskies,0.17
1997,"Firestone & Robertson Distilling Company, LLC",Straight Bourbon Whiskies,0.24
1998,"Splinter Group Napa, LLC",Straight Bourbon Whiskies,0.2
1999,Dogtown Distilling / Wright & Brown Distilling Co,Straight Bourbon Whiskies,0.28
2000,Prestige Wine & Spirits Group,American Cordials & Liqueur,0.12
2001,SAZERAC NORTH AMERICA,American Cordials & Liqueur,0.11
2002,Heaven Hill Brands,American Cordials & Liqueur,0.32
2003,Prestige Wine & Spirits Group / United States Distilled Products Co,American Cordials & Liqueur,0.31
2004,LUXCO INC,American Cordials & Liqueur,0.32
2005,SAZERAC COMPANY  INC,American Cordials & Liqueur,0.17
2006,Jim Beam Brands,American Cordials & Liqueur,0.11
2007,Mhw LTD,American Cordials & Liqueur,0.2
2008,Campari America,American Cordials & Liqueur,0.03
2009,Skyy Spirits Inc,American Cordials & Liqueur,0.1
2010,E & J Gallo Winery,American Cordials & Liqueur,0.23
2011,BROADBENT VENTURES LLC,American Cordials & Liqueur,0.09
2012,MINHAS MICRO DISTILLERY,American Cordials & Liqueur,0.18
2013,CH Distillery,American Cordials & Liqueur,0.3
2014,MISSISSIPPI RIVER DISTIL,American Cordials & Liqueur,0.29
2015,CEDAR RIDGE VINEYARDS LL,American Cordials & Liqueur,0.25
2016,Sugarlands Distilling Company LLC,American Cordials & Liqueur,0.24
2017,VBJ Beverages LLC,American Cordials & Liqueur,0.18
2018,Park Street Imports,American Cordials & Liqueur,0.25
2019,"Tattersall Companies, LLC",American Cordials & Liqueur,0.22
2020,Mason Dixon Spirits LLC,American Cordials & Liqueur,0.21
2021,CH Distillery / 773 LLC,American Cordials & Liqueur,0.07
2022,WESTERN SPIRITS BEVERAGE,American Cordials & Liqueur,0.07
2023,SPIRIT OF HARTFORD,American Cordials & Liqueur,0.31
2024,DIAGEO AMERICAS,American Cordials & Liqueur,0.38
2025,Prichards Distillery Inc,American Cordials & Liqueur,0.25
2026,Phillips Beverage,American Cordials & Liqueur,0.16
2027,STOLLER IMPORTS INC / MARSALLE COMPANY,American Cordials & Liqueur,0.17
2028,ST GEORGE SPIRITS INC,American Cordials & Liqueur,0.18
2029,"Mast-Jagermeister US, Inc",Imported Cordials & Liqueurs,0.24
2030,BACARDI USA INC,Imported Cordials & Liqueurs,0.2
2031,Gemini Spirits,Imported Cordials & Liqueurs,0.25
2032,DISARONNO INTERNATIONAL,Imported Cordials & Liqueurs,0.31
2033,Campari America,Imported Cordials & Liqueurs,0.23
2034,Mhw LTD,Imported Cordials & Liqueurs,0.06
2035,Park Street Imports,Imported Cordials & Liqueurs,0.32
2036,Heaven Hill Brands,Imported Cordials & Liqueurs,0.18
2037,REMY COINTREAU USA INC,Imported Cordials & Liqueurs,0.18
2038,Skyy Spirits Inc,Imported Cordials & Liqueurs,0.28
2039,Brown Forman Corp.,Imported Cordials & Liqueurs,0.13
2040,SAZERAC COMPANY  INC,Imported Cordials & Liqueurs,0.28
2041,SAZERAC NORTH AMERICA,Imported Cordials & Liqueurs,0.04
2042,Patron Spirits Company,Imported Cordials & Liqueurs,0.11
2043,W J Deutsch & Sons LTD,Imported Cordials & Liqueurs,0.24
2044,McCormick Distilling Co.,Imported Cordials & Liqueurs,0.16
2045,William Grant & Sons Inc,Imported Cordials & Liqueurs,0.24
2046,Kobrand Corp,Imported Cordials & Liqueurs,0.25
2047,"Sidney Frank Importing Company, Inc.",Imported Cordials & Liqueurs,0.0
2048,YAHARA BAY DISTILLERS INC,Imported Cordials & Liqueurs,0.48
2049,"Mast-Jaegermeister US, Inc",Imported Cordials & Liqueurs,0.06
2050,Niche Import Co,Imported Cordials & Liqueurs,0.16
2051,Jim Beam Brands,Imported Cordials & Liqueurs,0.28
2052,Infinium Spirits,Imported Cordials & Liqueurs,0.31
2053,DIAGEO AMERICAS,Imported Cordials & Liqueurs,0.11
2054,Prestige Wine & Spirits Group / United States Distilled Products Co,Imported Cordials & Liqueurs,0.13
2055,Phillips Beverage,Imported Cordials & Liqueurs,0.17
2056,Vision Wine & Spirit LLC,Imported Cordials & Liqueurs,0.07
2057,HOTALING & CO,Imported Cordials & Liqueurs,0.17
2058,IMPERIAL BRANDS INC,Imported Cordials & Liqueurs,0.33
2059,Prestige Wine & Spirits Group,Imported Cordials & Liqueurs,0.08
2060,MARSALLE COMPANY,Imported Cordials & Liqueurs,0.17
2061,RUSSIAN STANDARD VODKA,Imported Cordials & Liqueurs,0.41
2062,"Marussia Beverages USA, Inc / Niche Import",Imported Cordials & Liqueurs,0.24
2063,Hood River Distillers,Imported Cordials & Liqueurs,0.12
2064,WINE IS FINE INC,Imported Cordials & Liqueurs,0.06
2065,AIKO IMPORTERS INC,Imported Cordials & Liqueurs,0.16
2066,WILSON DANIELS LTD,Imported Cordials & Liqueurs,0.25
2067,LUXCO INC,Imported Cordials & Liqueurs,0.06
2068,Hexa Partners LP,Imported Cordials & Liqueurs,0.25
2069,SPIRIT OF HARTFORD,Imported Cordials & Liqueurs,0.01
2070,Mhw LTD,Temporary & Specialty Packages,0.3
2071,DIAGEO AMERICAS,Temporary & Specialty Packages,0.14
2072,PROXIMO,Temporary & Specialty Packages,0.06
2073,Patron Spirits Company,Temporary & Specialty Packages,0.07
2074,Brown Forman Corp.,Temporary & Specialty Packages,0.06
2075,BACARDI USA INC,Temporary & Specialty Packages,0.09
2076,Jim Beam Brands,Temporary & Specialty Packages,0.15
2077,PERNOD RICARD USA,Temporary & Specialty Packages,0.07
2078,CONSTELLATION BRANDS INC,Temporary & Specialty Packages,0.29
2079,SAZERAC COMPANY  INC,Temporary & Specialty Packages,0.3
2080,LUXCO INC,Temporary & Specialty Packages,0.32
2081,E & J Gallo Winery,Temporary & Specialty Packages,0.05
2082,Heaven Hill Brands,Temporary & Specialty Packages,0.29
2083,WESTERN SPIRITS BEVERAGE,Temporary & Specialty Packages,0.29
2084,Infinium Spirits,Temporary & Specialty Packages,0.11
2085,MOET HENNESSY USA,Temporary & Specialty Packages,0.16
2086,Skyy Spirits Inc,Temporary & Specialty Packages,0.28
2087,Phillips Beverage,Temporary & Specialty Packages,0.1
2088,Charles Jacquin Et Cie,Temporary & Specialty Packages,0.11
2089,"Mast-Jagermeister US, Inc",Temporary & Specialty Packages,0.26
2090,William Grant & Sons Inc,Temporary & Specialty Packages,0.04
2091,PROST BEVERAGE COMPANY,Temporary & Specialty Packages,0.33
2092,OLE SMOKY DISTILLERY LLC,Temporary & Specialty Packages,0.12
2093,JEM Beverage Company,Temporary & Specialty Packages,0.26
2094,BLACK ROCK SPIRITS,Temporary & Specialty Packages,0.12
2095,McCormick Distilling Co.,Temporary & Specialty Packages,0.21
2096,Campari America,Temporary & Specialty Packages,0.31
2097,GoAmericaGo Beverages LLC / WhistlePig,Temporary & Specialty Packages,0.27
2098,PIEDMONT DISTILLERS INC,Temporary & Specialty Packages,0.06
2099,"Sovereign Brands, LLC",Temporary & Specialty Packages,0.23
2100,Old Elk Distilleries LLC,Temporary & Specialty Packages,0.28
2101,MARSALLE COMPANY,Temporary & Specialty Packages,0.25
2102,Prichards Distillery Inc,Temporary & Specialty Packages,0.28
2103,S&B Farmstead Distillery,Temporary & Specialty Packages,0.25
2104,"Mid-Oak Distillery, Inc.",Temporary & Specialty Packages,0.18
2105,Park Street Imports,Temporary & Specialty Packages,0.26
2106,MISSISSIPPI RIVER DISTIL,Temporary & Specialty Packages,0.13
2107,STOLLER IMPORTS INC / MARSALLE COMPANY,Temporary & Specialty Packages,0.09
2108,Be In Good Spirits LLC / Frankly Organic Vodka,Temporary & Specialty Packages,0.04
2109,Edrington Group USA LLC,Temporary & Specialty Packages,0.17
2110,"Green Frog Distillery, LLC",Temporary & Specialty Packages,0.12
2111,TY KU LLC,Temporary & Specialty Packages,0.33
2112,SAZERAC NORTH AMERICA,Temporary & Specialty Packages,0.15
2113,Prestige Wine & Spirits Group,Temporary & Specialty Packages,0.11
2114,Niche Import Co,Temporary & Specialty Packages,0.26
2115,DISARONNO INTERNATIONAL,Temporary & Specialty Packages,0.3
2116,RS Lipman Company LLC,Temporary & Specialty Packages,0.31
2117,CEDAR RIDGE VINEYARDS LL,Temporary & Specialty Packages,0.3
2118,GoAmericaGo Beverages LLC,Temporary & Specialty Packages,0.13
2119,STOLI GROUP,Temporary & Specialty Packages,0.06
2120,RUSSIAN STANDARD VODKA,Temporary & Specialty Packages,0.27
2121,"Foundry Distilling Company, LLC",Temporary & Specialty Packages,0.1
2122,COOPER SPIRITS INTERNATIONAL,Temporary & Specialty Packages,0.25
2123,"USA Wine West, LLC",Temporary & Specialty Packages,0.14
2124,Bedford & Grove LLC/ Chankaska Creek and Ranch Winery,Temporary & Specialty Packages,0.11
2125,"Marussia Beverages USA, Inc / Niche Import",Temporary & Specialty Packages,0.12
2126,FOUR ROSES DISTILLERY,Temporary & Specialty Packages,0.23
2127,"James Joseph Sanctified Spirits, LLC / Oak&Eden",Temporary & Specialty Packages,0.29
2128,DAVOS BRANDS LLC,Temporary & Specialty Packages,0.15
2129,Prestige Wine & Spirits Group / United States Distilled Products Co,Temporary & Specialty Packages,0.24
2130,Shaw-Ross International,Temporary & Specialty Packages,0.07
2131,"Bacardi U.S.A., Inc.",PUERTO RICO & VIRGIN ISLANDS RUM,0.33
2132,Phillips Beverage Company,PUERTO RICO & VIRGIN ISLANDS RUM,0.1
2133,Luxco-St Louis,PUERTO RICO & VIRGIN ISLANDS RUM,0.09
2134,Sazerac North America,PUERTO RICO & VIRGIN ISLANDS RUM,0.21
2135,Jim Beam Brands,PUERTO RICO & VIRGIN ISLANDS RUM,0.13
2136,Diageo Americas,PUERTO RICO & VIRGIN ISLANDS RUM,0.29
2137,"Cedar Ridge Vineyards,LLC",PUERTO RICO & VIRGIN ISLANDS RUM,0.11
2138,"Sazerac Co., Inc.",PUERTO RICO & VIRGIN ISLANDS RUM,0.07
2139,Laird And Company,PUERTO RICO & VIRGIN ISLANDS RUM,0.14
2140,Wilson Daniels Ltd.,PUERTO RICO & VIRGIN ISLANDS RUM,0.08
2141,Prestige Wine and Spirits Group,PUERTO RICO & VIRGIN ISLANDS RUM,0.31
2142,Serralles USA,PUERTO RICO & VIRGIN ISLANDS RUM,0.29
2143,Shaw Ross International Importers LL,PUERTO RICO & VIRGIN ISLANDS RUM,0.06
2144,MHW Ltd,PUERTO RICO & VIRGIN ISLANDS RUM,0.09
2145,"WILLIAM GRANT AND SONS, INC.",PUERTO RICO & VIRGIN ISLANDS RUM,0.12
2146,Lapham Import Co,PUERTO RICO & VIRGIN ISLANDS RUM,0.13
2147,The Patron Spirits Company,PUERTO RICO & VIRGIN ISLANDS RUM,0.06
2148,Koloa Rum Company,PUERTO RICO & VIRGIN ISLANDS RUM,0.13
2149,H A P LLC,PUERTO RICO & VIRGIN ISLANDS RUM,0.1
2150,"W. J. Deutsch And Sons, Ltd.",PUERTO RICO & VIRGIN ISLANDS RUM,0.15
2151,Heaven Hill Brands,PUERTO RICO & VIRGIN ISLANDS RUM,0.06
2152,Aveniu Brands,PUERTO RICO & VIRGIN ISLANDS RUM,0.06
2153,Anchor Distilling (PREISS IMPORTS),PUERTO RICO & VIRGIN ISLANDS RUM,0.14
2154,Mccormick Distilling Company,PUERTO RICO & VIRGIN ISLANDS RUM,0.29
2155,Gemini Spirits,PUERTO RICO & VIRGIN ISLANDS RUM,0.16
2156,Paradise Distilling Company,PUERTO RICO & VIRGIN ISLANDS RUM,0.23
2157,Prestige Wine and Spirits Group,MISC. AMERICAN CORDIALS & LIQUEURS,0.13
2158,"Yahara Bay Distillers, Inc",MISC. AMERICAN CORDIALS & LIQUEURS,0.27
2159,Broadbent Distillery,MISC. AMERICAN CORDIALS & LIQUEURS,0.17
2160,Jim Beam Brands,MISC. AMERICAN CORDIALS & LIQUEURS,0.12
2161,Heaven Hill Brands,MISC. AMERICAN CORDIALS & LIQUEURS,0.14
2162,E AND J GALLO WINERY,MISC. AMERICAN CORDIALS & LIQUEURS,0.27
2163,Pernod Ricard USA/Austin Nichols,MISC. AMERICAN CORDIALS & LIQUEURS,0.15
2164,Park Street Imports-Sweet Revenge,MISC. AMERICAN CORDIALS & LIQUEURS,0.25
2165,Phillips Beverage Company,MISC. AMERICAN CORDIALS & LIQUEURS,0.25
2166,"Cedar Ridge Vineyards,LLC",MISC. AMERICAN CORDIALS & LIQUEURS,0.27
2167,Luxco-St Louis,MISC. AMERICAN CORDIALS & LIQUEURS,0.19
2168,"Sazerac Co., Inc.",MISC. AMERICAN CORDIALS & LIQUEURS,0.21
2169,MHW Ltd,MISC. AMERICAN CORDIALS & LIQUEURS,0.27
2170,Duggan's Distillers Products Corp,MISC. AMERICAN CORDIALS & LIQUEURS,0.06
2171,Park Street Imports-Veev,MISC. AMERICAN CORDIALS & LIQUEURS,0.14
2172,Campari(skyy),MISC. AMERICAN CORDIALS & LIQUEURS,0.25
2173,Anchor Distilling (PREISS IMPORTS),MISC. AMERICAN CORDIALS & LIQUEURS,0.17
2174,Mccormick Distilling Company,MISC. AMERICAN CORDIALS & LIQUEURS,0.18
2175,Luxco-Cleveland,MISC. AMERICAN CORDIALS & LIQUEURS,0.31
2176,"Mango Bottling, Inc.",MISC. AMERICAN CORDIALS & LIQUEURS,0.16
2177,Panther Distillery,MISC. AMERICAN CORDIALS & LIQUEURS,0.17
2178,VBJ Beverages LLC,MISC. AMERICAN CORDIALS & LIQUEURS,0.29
2179,"A Hardy / U.S.A., Ltd.",MISC. AMERICAN CORDIALS & LIQUEURS,0.14
2180,Surville Enterprises Corp,MISC. AMERICAN CORDIALS & LIQUEURS,0.11
2181,E and J Gallo Winery,MISC. AMERICAN CORDIALS & LIQUEURS,0.31
2182,Mississippi River Distilling Co.,MISC. AMERICAN CORDIALS & LIQUEURS,0.19
2183,Diageo Americas,MISC. AMERICAN CORDIALS & LIQUEURS,0.05
2184,Breckenridge Distillery,MISC. AMERICAN CORDIALS & LIQUEURS,0.33
2185,Sidney Frank Importing Co.,MISC. IMPORTED CORDIALS & LIQUEURS,0.21
2186,Proximo,MISC. IMPORTED CORDIALS & LIQUEURS,0.17
2187,Heaven Hill Brands,MISC. IMPORTED CORDIALS & LIQUEURS,0.17
2188,Sazerac North America,MISC. IMPORTED CORDIALS & LIQUEURS,0.16
2189,Brown-Forman Corporation,MISC. IMPORTED CORDIALS & LIQUEURS,0.04
2190,"Yahara Bay Distillers, Inc",MISC. IMPORTED CORDIALS & LIQUEURS,0.21
2191,REMY COINTREAU USA         .,MISC. IMPORTED CORDIALS & LIQUEURS,0.05
2192,"Bacardi U.S.A., Inc.",MISC. IMPORTED CORDIALS & LIQUEURS,0.17
2193,Gemini Spirits,MISC. IMPORTED CORDIALS & LIQUEURS,0.1
2194,MHW Ltd,MISC. IMPORTED CORDIALS & LIQUEURS,0.28
2195,"Biagio Cru And Estate Wines, LLC",MISC. IMPORTED CORDIALS & LIQUEURS,0.13
2196,Pernod Ricard USA/Austin Nichols,MISC. IMPORTED CORDIALS & LIQUEURS,0.31
2197,"Moet Hennessy USA, Inc.",MISC. IMPORTED CORDIALS & LIQUEURS,0.19
2198,Campari(skyy),MISC. IMPORTED CORDIALS & LIQUEURS,0.17
2199,Niche Import Co.,MISC. IMPORTED CORDIALS & LIQUEURS,0.31
2200,Shaw Ross International Importers LL,MISC. IMPORTED CORDIALS & LIQUEURS,0.06
2201,"TY KU, LLC",MISC. IMPORTED CORDIALS & LIQUEURS,0.11
2202,"WILLIAM GRANT AND SONS, INC.",MISC. IMPORTED CORDIALS & LIQUEURS,0.13
2203,R�my Cointreau USA,MISC. IMPORTED CORDIALS & LIQUEURS,0.11
2204,Diageo Americas,MISC. IMPORTED CORDIALS & LIQUEURS,0.11
2205,Kobrand Corporation,MISC. IMPORTED CORDIALS & LIQUEURS,0.32
2206,"Sazerac Co., Inc.",MISC. IMPORTED CORDIALS & LIQUEURS,0.14
2207,Jim Beam Brands,MISC. IMPORTED CORDIALS & LIQUEURS,0.19
2208,Disaronno International LLC,MISC. IMPORTED CORDIALS & LIQUEURS,0.04
2209,The Patron Spirits Company,MISC. IMPORTED CORDIALS & LIQUEURS,0.14
2210,"W. J. Deutsch And Sons, Ltd.",MISC. IMPORTED CORDIALS & LIQUEURS,0.06
2211,Anchor Distilling (PREISS IMPORTS),MISC. IMPORTED CORDIALS & LIQUEURS,0.19
2212,"Carriage House Imports, Ltd.",MISC. IMPORTED CORDIALS & LIQUEURS,0.2
2213,"Chatham Imports,inc",MISC. IMPORTED CORDIALS & LIQUEURS,0.08
2214,"William Grant and Sons, Inc.",MISC. IMPORTED CORDIALS & LIQUEURS,0.27
2215,Park Street Imports,MISC. IMPORTED CORDIALS & LIQUEURS,0.27
2216,Wilson Daniels Ltd.,MISC. IMPORTED CORDIALS & LIQUEURS,0.3
2217,Park Street Imports-Berentzen,MISC. IMPORTED CORDIALS & LIQUEURS,0.29
2218,Anchor Distilling,MISC. IMPORTED CORDIALS & LIQUEURS,0.26
2219,Total Beverage Solutions,MISC. IMPORTED CORDIALS & LIQUEURS,0.08
2220,Castle Brands,MISC. IMPORTED CORDIALS & LIQUEURS,0.04
2221,"Palm Bay Imports, Inc.",MISC. IMPORTED CORDIALS & LIQUEURS,0.33
2222,Prestige Wine and Spirits Group,MISC. IMPORTED CORDIALS & LIQUEURS,0.12
2223,Vision Wine and Spirits,MISC. IMPORTED CORDIALS & LIQUEURS,0.28
2224,"Hood River Distillers, Inc.",MISC. IMPORTED CORDIALS & LIQUEURS,0.33
2225,"Evaton, Inc.",MISC. IMPORTED CORDIALS & LIQUEURS,0.06
2226,"A Hardy / U.S.A., Ltd.",MISC. IMPORTED CORDIALS & LIQUEURS,0.19
2227,Van Gogh Imports,MISC. IMPORTED CORDIALS & LIQUEURS,0.12
2228,"International Beverage Co., Inc.",MISC. IMPORTED CORDIALS & LIQUEURS,0.23
2229,Luxco-St Louis,MISC. IMPORTED CORDIALS & LIQUEURS,0.23
2230,Aiko Importers Inc,MISC. IMPORTED CORDIALS & LIQUEURS,0.33
2231,Classic Wine Imports,MISC. IMPORTED CORDIALS & LIQUEURS,0.33
2232,"Stellar Importing Company, LLC",MISC. IMPORTED CORDIALS & LIQUEURS,0.05
2233,"Foundry Distilling Company, LLC",Iowa Distillery Whiskies,0.24
2234,DUNKEL CORPORATION / Iowa Distilling,,0.23
2235,Prestige Wine & Spirits Group,Gold Rum,0.28
